,games_played,player_id,season,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct,4_years,first_name,last_name,position,height_feet,height_inches,weight_pounds,team_id,team_abbreviation,team_city,team_conference,team_division,team_full_name,team_name
0,31,1,2018,18:58,1.81,5.06,1.32,4.1,0.39,0.42,0.16,1.39,1.55,0.65,0.55,0.19,0.45,1.71,5.32,0.357,0.323,0.923,0,Alex,Abrines,G,6.0,6.0,200.0,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1,3,14,2018,2:03,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.67,1.0,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0,Ike,Anigbogu,C,,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
2,15,25,2018,10:07,0.27,1.33,0.07,0.87,0.33,0.4,0.07,0.67,0.73,1.0,0.4,0.07,0.33,1.2,0.93,0.2,0.077,0.833,0,Ron,Baker,G,,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
3,29,67,2018,13:20,2.62,5.83,0.52,1.86,0.79,1.14,0.41,1.14,1.55,0.86,0.31,0.14,0.72,1.14,6.55,0.45,0.278,0.697,0,MarShon,Brooks,G,,,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
4,26,71,2018,8:08,0.88,2.73,0.23,1.08,0.12,0.12,0.19,1.0,1.19,1.08,0.46,0.19,0.62,0.85,2.12,0.324,0.214,1.0,0,Lorenzo,Brown,G,,,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
5,36,90,2018,14:27,2.39,4.47,0.42,1.19,1.08,1.61,0.47,2.72,3.19,0.72,0.56,0.25,0.64,0.97,6.28,0.534,0.349,0.672,0,Omri,Casspi,F,,,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
6,1,119,2018,0:55,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Tyler,Davis,C,,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
7,47,179,2018,15:58,2.11,3.96,0.0,0.0,0.74,1.02,1.43,4.13,5.55,1.38,0.13,0.51,1.06,1.96,4.96,0.532,0.0,0.729,0,Marcin,Gortat,C,,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
8,51,241,2018,10:21,1.55,3.08,0.24,0.78,0.61,0.8,0.92,1.96,2.88,1.18,0.31,0.25,0.88,1.94,3.94,0.503,0.3,0.756,0,Amir,Johnson,C-F,6.0,9.0,240.0,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
9,42,263,2018,11:54,1.74,3.64,0.0,0.0,0.24,0.57,1.24,2.98,4.21,0.86,0.36,0.43,0.64,1.62,3.71,0.477,0.0,0.417,0,Kosta,Koufos,C,7.0,0.0,245.0,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
10,1,281,2018,3:45,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,Zach,Lofton,G,,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
11,1,384,2018,0:57,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,Zhou,Qi,F-C,,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
12,22,392,2018,4:42,0.41,1.32,0.36,1.14,0.18,0.23,0.09,0.5,0.59,0.0,0.05,0.0,0.36,0.59,1.36,0.31,0.32,0.8,0,Malachi,Richardson,G,,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
13,1,430,2018,6:44,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,0.0,0.0,0,DJ,Stephens,G-F,,,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
14,15,437,2018,9:59,1.13,2.67,0.67,1.8,0.27,0.47,0.13,0.87,1.0,2.13,0.2,0.07,1.4,1.8,3.2,0.425,0.37,0.571,0,Milos,Teodosic,G,,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
15,11,1593,2018,12:10,1.64,3.27,0.0,0.0,0.27,0.27,1.09,3.91,5.0,1.0,0.27,0.73,0.73,2.0,3.55,0.5,0.0,1.0,0,Andrew,Bogut,F,,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
16,4,1746,2018,9:17,0.75,2.25,0.75,2.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,0.25,0.5,1.0,2.25,0.333,0.375,0.0,0,Nick,Young,,,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
17,2,1987,2018,2:39,0.5,2.0,0.0,1.0,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.5,0.5,1.0,0.25,0.0,0.0,0,Terrence,Jones,,,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
18,4,2016,2018,4:40,1.0,1.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.5,2.5,0.667,1.0,1.0,0,Scott,Machado,,,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
19,10,2020,2018,12:17,0.4,1.8,0.2,1.5,0.7,1.0,0.3,2.2,2.5,0.8,0.1,0.4,0.4,2.4,1.7,0.222,0.133,0.7,0,Quincy,Acy,,,,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
20,1,2155,2018,0:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,John,Holland,,,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
21,3,2182,2018,2:05,0.0,0.67,0.0,0.67,0.0,0.0,0.33,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Okaro,White,,,,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
22,16,2193,2018,13:23,1.63,3.88,0.63,1.75,1.19,1.69,0.69,1.44,2.13,0.44,0.56,0.13,0.5,1.69,5.06,0.419,0.357,0.704,0,Jalen,Jones,,,,,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
23,4,2234,2018,3:39,0.0,1.5,0.0,0.75,0.0,0.0,0.25,0.25,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,Andre,Ingram,,,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
24,16,26,2018,5:51,0.63,2.06,0.13,0.56,0.5,0.69,0.13,0.81,0.94,0.75,0.06,0.13,0.88,0.69,1.88,0.303,0.222,0.727,0,Wade,Baldwin IV,G,6.0,4.0,200.0,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
25,34,34,2018,19:22,2.41,6.76,0.85,2.88,0.47,0.82,0.35,1.5,1.85,3.5,0.53,0.06,0.94,1.65,6.15,0.357,0.296,0.571,0,Jerryd,Bayless,G,6.0,3.0,200.0,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
26,26,39,2018,10:40,2.88,5.88,0.12,0.65,1.08,1.5,0.5,1.81,2.31,0.96,0.35,0.38,1.04,1.62,6.96,0.49,0.176,0.718,0,Michael,Beasley,F,6.0,9.0,235.0,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
27,39,63,2018,14:21,1.41,3.54,0.28,0.87,0.38,0.67,0.13,1.77,1.9,2.23,0.28,0.05,0.79,1.69,3.49,0.399,0.324,0.577,0,Isaiah,Briscoe,G,6.0,3.0,215.0,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
28,48,80,2018,13:09,0.94,2.5,0.29,1.19,0.19,0.23,0.23,1.02,1.25,2.4,0.33,0.06,0.73,1.33,2.35,0.375,0.246,0.818,0,Jose,Calderon,G,6.0,3.0,200.0,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
29,30,82,2018,20:55,2.13,5.47,1.13,3.2,0.63,0.8,0.2,1.73,1.93,2.8,0.47,0.07,1.17,1.73,6.03,0.39,0.354,0.792,0,Isaiah,Canaan,G,6.0,0.0,200.0,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
30,11,93,2018,3:36,0.27,0.91,0.09,0.45,0.18,0.18,0.27,0.45,0.73,0.09,0.0,0.0,0.09,0.27,0.82,0.3,0.2,1.0,0,Tyler,Cavanaugh,F,6.0,9.0,238.0,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
31,60,99,2018,16:12,2.52,6.38,1.1,3.37,0.55,0.62,0.22,1.27,1.48,1.57,0.37,0.13,0.97,1.58,6.68,0.394,0.327,0.892,0,Ian,Clark,G,6.0,3.0,175.0,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
32,64,113,2018,14:30,1.17,2.47,0.47,1.02,0.22,0.28,0.75,2.19,2.94,0.78,0.42,0.2,0.34,1.11,3.03,0.475,0.462,0.778,0,Dante,Cunningham,F,6.0,8.0,230.0,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
33,2,122,2018,7:23,0.5,2.5,0.0,0.0,0.5,1.0,1.0,1.0,2.0,0.0,0.5,0.0,0.0,1.0,1.5,0.2,0.0,0.5,0,Angel,Delgado,C,6.0,10.0,245.0,13,LAC,LA,West,Pacific,LA Clippers,Clippers
34,22,124,2018,17:53,2.68,5.36,0.64,2.0,1.14,1.59,0.91,2.41,3.32,0.82,0.68,0.32,0.64,1.09,7.14,0.5,0.318,0.714,0,Luol,Deng,F,6.0,9.0,237.0,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
35,3,141,2018,1:45,0.67,1.0,0.33,0.33,0.0,0.0,0.0,0.33,0.33,0.67,0.0,0.0,0.0,0.0,1.67,0.667,1.0,0.0,0,Trevon,Duval,G,6.0,2.0,189.0,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
36,2,142,2018,7:51,0.5,2.0,0.5,2.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.25,0.25,0.0,0,Vincent,Edwards,F,6.0,8.0,225.0,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
37,69,150,2018,20:18,3.72,9.57,1.12,3.13,1.67,2.32,0.48,2.43,2.91,2.41,0.84,0.26,1.71,1.7,10.23,0.389,0.356,0.719,0,Tyreke,Evans,G,6.0,6.0,220.0,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
38,33,155,2018,11:31,1.67,4.09,0.61,1.85,0.36,0.39,0.12,0.91,1.03,1.58,0.3,0.18,0.42,0.88,4.3,0.407,0.328,0.923,0,Raymond,Felton,G,6.0,1.0,205.0,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
39,38,245,2018,14:05,1.18,3.37,0.66,2.0,0.34,0.5,0.32,1.58,1.89,0.61,0.37,0.32,0.47,1.66,3.37,0.352,0.329,0.684,0,Wesley,Johnson,F-G,6.0,7.0,215.0,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
40,41,276,2018,9:48,1.61,2.76,0.02,0.27,0.56,0.76,0.66,1.71,2.37,0.34,0.29,0.1,0.56,1.46,3.8,0.584,0.091,0.742,0,Jon,Leuer,F,6.0,10.0,228.0,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
41,74,279,2018,19:25,3.22,7.31,0.74,2.53,2.38,2.84,0.3,2.12,2.42,3.12,0.64,0.18,1.68,1.95,9.55,0.44,0.294,0.838,0,Jeremy,Lin,G,6.0,3.0,200.0,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
42,64,280,2018,15:07,1.7,3.28,0.0,0.03,0.63,0.8,0.66,1.17,1.83,1.78,0.48,0.42,0.59,1.16,4.03,0.519,0.0,0.784,0,Shaun,Livingston,G,6.0,7.0,192.0,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
43,12,287,2018,4:30,0.67,1.5,0.33,0.67,0.75,0.92,0.08,0.67,0.75,0.5,0.0,0.0,0.17,0.42,2.42,0.444,0.5,0.818,0,Jordan,Loyd,G,6.0,4.0,210.0,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
44,20,423,2018,9:31,1.05,2.95,0.45,1.3,0.7,0.8,0.8,1.8,2.6,0.7,0.15,0.35,0.65,1.5,3.25,0.356,0.346,0.875,0,Jason,Smith,F-C,7.0,0.0,240.0,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
45,14,438,2018,7:58,0.86,2.79,0.29,1.21,0.21,0.43,0.07,0.36,0.43,0.86,0.21,0.14,0.71,1.14,2.21,0.308,0.235,0.5,0,Jared,Terrell,G,6.0,3.0,227.0,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
46,6,1938,2018,10:48,1.33,4.83,0.0,2.17,1.0,1.0,0.17,1.0,1.17,1.33,0.5,0.0,0.83,0.83,3.67,0.276,0.0,1.0,0,Jimmer,Fredette,,,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
47,26,2007,2018,12:46,1.62,4.04,0.85,2.23,0.58,0.69,0.23,1.19,1.42,0.85,0.0,0.08,0.35,0.38,4.65,0.4,0.379,0.833,0,John,Jenkins,,6.0,4.0,215.0,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
48,1,2100,2018,5:35,0.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0,Kalin,Lucas,,6.0,1.0,195.0,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
49,1,2139,2018,26:00,6.0,13.0,4.0,10.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,17.0,0.462,0.4,0.5,0,RJ,Hunter,,6.0,5.0,185.0,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
50,9,2162,2018,13:00,1.67,2.44,0.0,0.11,0.67,1.11,1.11,2.89,4.0,0.56,0.33,0.56,0.33,1.33,4.0,0.682,0.0,0.6,0,Deyonta,Davis,,,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
51,8,2205,2018,8:02,0.38,1.75,0.0,0.38,0.0,0.0,0.13,1.38,1.5,1.25,0.38,0.0,0.75,1.0,0.75,0.214,0.0,0.0,0,Jawun,Evans,,6.0,0.0,190.0,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
52,6,2229,2018,27:50,6.33,14.5,0.33,0.83,1.33,1.83,0.67,3.83,4.5,5.0,1.83,0.17,1.67,2.33,14.33,0.437,0.4,0.727,0,Walter,Lemon Jr.,,,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
53,5,5117,2018,9:31,1.6,3.2,0.0,0.4,1.0,1.4,1.2,1.2,2.4,1.2,0.4,0.0,0.2,0.6,4.2,0.5,0.0,0.714,0,Mitchell,Creek,,,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
54,8,50191,2018,12:22,1.63,4.88,0.63,2.63,1.0,1.13,1.0,2.75,3.75,0.38,0.63,0.13,0.38,0.38,4.88,0.333,0.238,0.889,0,Bonzie,Colson,F,6.0,6.0,225.0,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
55,10,7,2018,11:57,1.3,3.9,0.3,1.2,0.8,1.2,1.1,1.5,2.6,1.3,0.1,0.0,0.8,0.7,3.7,0.333,0.25,0.667,0,Rawle,Alkins,G,6.0,5.0,225.0,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
56,25,13,2018,12:50,0.84,2.76,0.36,1.6,0.48,0.64,0.72,1.44,2.16,0.76,0.16,0.04,0.56,1.0,2.52,0.304,0.225,0.75,0,Ryan,Anderson,F,6.0,10.0,240.0,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
57,44,55,2018,14:31,1.82,3.68,0.77,2.18,0.3,0.61,1.07,2.68,3.75,0.91,0.39,0.89,0.82,2.25,4.7,0.494,0.354,0.481,0,Jonah,Bolden,F,6.0,10.0,220.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
58,4,92,2018,3:49,1.0,2.0,0.5,0.75,0.0,0.0,0.25,0.5,0.75,1.0,0.25,0.0,0.0,0.0,2.5,0.5,0.667,0.0,0,Troy,Caupain,G,6.0,4.0,210.0,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
59,1,96,2018,7:45,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.333,0.0,0.0,0,Joe,Chealey,G,6.0,3.0,190.0,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
60,76,103,2018,28:12,4.05,8.67,1.04,2.55,2.08,2.5,0.47,2.58,3.05,6.04,1.45,0.12,1.64,1.82,11.22,0.467,0.407,0.832,0,Darren,Collison,G,6.0,0.0,175.0,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
61,43,109,2018,26:22,3.19,8.67,2.28,6.02,0.95,1.3,0.37,3.07,3.44,1.07,0.53,0.3,1.07,2.37,9.6,0.367,0.378,0.732,0,Allen,Crabbe,G-F,6.0,6.0,212.0,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
62,47,121,2018,16:48,2.55,5.45,0.4,1.32,0.6,0.98,1.13,2.02,3.15,0.98,0.81,0.15,0.51,1.0,6.11,0.469,0.306,0.609,0,Sam,Dekker,F,6.0,9.0,230.0,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
63,36,164,2018,9:26,1.19,3.25,0.89,2.19,0.31,0.39,0.11,1.33,1.44,0.56,0.17,0.14,0.36,1.22,3.58,0.368,0.405,0.786,0,Channing,Frye,F-C,7.0,0.0,255.0,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
64,30,170,2018,12:02,1.4,3.13,0.2,0.43,0.93,1.33,0.73,3.83,4.57,1.73,0.17,0.5,0.53,0.97,3.93,0.447,0.462,0.7,0,Pau,Gasol,C-F,7.0,0.0,250.0,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
65,19,190,2018,10:44,1.21,3.16,0.42,1.21,0.16,0.32,0.53,1.95,2.47,1.16,0.32,0.05,0.84,1.0,3.0,0.383,0.348,0.5,0,Daniel,Hamilton,G-F,,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
66,68,195,2018,15:47,1.94,5.1,0.91,2.94,1.5,1.97,0.18,1.47,1.65,1.79,0.51,0.24,0.82,1.96,6.29,0.38,0.31,0.761,0,Devin,Harris,G,6.0,3.0,185.0,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
67,17,198,2018,10:55,0.94,3.12,0.29,1.47,1.0,1.06,0.35,0.82,1.18,1.41,0.24,0.12,0.71,2.0,3.18,0.302,0.2,0.944,0,Andrew,Harrison,G,,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
68,6,232,2018,6:34,1.33,2.5,0.33,1.0,0.67,0.67,0.33,0.17,0.5,0.83,0.33,0.0,0.17,0.67,3.67,0.533,0.333,1.0,0,Demetrius,Jackson,G,,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
69,12,238,2018,5:40,0.83,1.33,0.0,0.0,0.58,0.67,0.5,1.25,1.75,0.25,0.25,0.25,0.08,0.67,2.25,0.625,0.0,0.875,0,Amile,Jefferson,F,6.0,9.0,222.0,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
70,73,239,2018,16:41,2.23,4.86,0.95,2.58,0.88,1.1,0.99,2.96,3.95,1.32,0.37,0.25,0.59,1.88,6.29,0.459,0.367,0.8,0,Jonas,Jerebko,F,6.0,10.0,231.0,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
71,25,289,2018,3:45,0.36,0.72,0.16,0.4,0.04,0.12,0.28,0.44,0.72,0.24,0.08,0.0,0.16,0.4,0.92,0.5,0.4,0.333,0,Tyler,Lydon,F,6.0,10.0,225.0,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
72,57,291,2018,21:53,2.86,7.07,0.81,2.28,1.02,1.47,0.32,1.51,1.82,3.21,0.82,0.07,1.16,1.47,7.54,0.404,0.354,0.69,0,Shelvin,Mack,G,,,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
73,2,293,2018,8:24,1.5,4.5,0.0,2.0,0.0,0.0,0.0,1.5,1.5,1.0,0.0,0.0,0.0,0.0,3.0,0.333,0.0,0.0,0,J.P.,Macura,G,6.0,5.0,205.0,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
74,42,298,2018,7:48,1.02,2.48,0.48,1.36,0.21,0.26,0.26,1.48,1.74,0.43,0.07,0.19,0.26,1.21,2.74,0.413,0.351,0.818,0,Jarell,Martin,F,6.0,10.0,239.0,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
75,8,311,2018,13:00,2.63,4.88,1.0,2.25,0.13,0.13,0.13,1.38,1.5,1.0,0.13,0.13,0.25,0.63,6.38,0.538,0.444,1.0,0,Jodie,Meeks,G,,,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
76,36,312,2018,11:04,1.53,3.11,0.31,0.94,0.56,0.89,1.0,2.64,3.64,0.97,0.28,0.72,0.58,1.53,3.92,0.491,0.324,0.625,0,Salah,Mejri,C,,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
77,53,316,2018,16:09,2.11,5.87,1.26,3.83,0.91,1.09,0.25,1.53,1.77,0.68,0.49,0.28,0.57,1.49,6.4,0.36,0.33,0.828,0,CJ,Miles,F-G,6.0,6.0,220.0,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
78,46,321,2018,27:05,5.17,11.78,2.52,6.91,2.28,2.7,1.3,6.07,7.37,1.2,0.67,0.74,1.04,2.33,15.15,0.439,0.365,0.847,0,Nikola,Mirotic,F,6.0,10.0,250.0,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
79,51,346,2018,15:35,2.65,7.37,1.25,4.02,0.76,0.98,0.1,3.0,3.1,0.69,0.18,0.35,0.35,1.49,7.31,0.359,0.312,0.78,0,Dirk,Nowitzki,F,7.0,0.0,245.0,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
80,68,361,2018,12:55,1.25,2.84,0.0,0.06,1.43,1.82,1.46,2.44,3.9,1.34,0.46,0.25,0.84,2.22,3.93,0.44,0.0,0.782,0,Zaza,Pachulia,C,6.0,11.0,270.0,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
81,56,363,2018,17:54,3.8,8.27,0.23,0.91,1.63,2.21,0.25,1.23,1.48,3.7,0.38,0.13,1.34,0.95,9.46,0.46,0.255,0.734,0,Tony,Parker,G,6.0,2.0,185.0,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
82,25,364,2018,19:52,2.72,7.28,1.16,3.76,0.88,1.0,0.16,2.64,2.8,1.72,0.76,0.2,1.28,1.8,7.48,0.374,0.309,0.88,0,Chandler,Parsons,F,6.0,10.0,230.0,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
83,18,372,2018,9:36,1.78,2.67,0.0,0.0,0.89,1.67,0.89,1.28,2.17,0.94,0.33,0.22,0.56,0.78,4.44,0.667,0.0,0.533,0,Miles,Plumlee,C,6.0,11.0,249.0,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
84,53,374,2018,5:30,0.55,1.09,0.11,0.34,0.64,0.79,0.15,0.72,0.87,0.45,0.21,0.02,0.25,0.45,1.85,0.5,0.333,0.81,0,Quincy,Pondexter,F,6.0,7.0,230.0,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
85,21,381,2018,14:29,1.9,3.86,0.43,1.1,0.86,1.38,1.38,2.24,3.62,0.81,0.19,0.48,0.62,2.24,5.1,0.494,0.391,0.621,0,Alex,Poythress,F,6.0,9.0,235.0,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
86,49,385,2018,14:43,2.37,4.33,0.06,0.31,1.0,1.41,1.43,2.78,4.2,1.1,0.35,0.29,0.71,1.84,5.8,0.547,0.2,0.71,0,Ivan,Rabb,F,6.0,10.0,220.0,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
87,49,386,2018,15:09,1.86,4.43,0.94,2.35,0.88,1.27,0.2,0.94,1.14,1.98,0.51,0.06,0.88,1.86,5.53,0.419,0.4,0.694,0,Chasson,Randle,G,6.0,2.0,185.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
88,7,396,2018,13:26,2.71,4.57,0.0,0.29,1.29,2.0,0.86,2.0,2.86,0.86,0.57,0.86,0.29,1.57,6.71,0.594,0.0,0.643,0,Devin,Robinson,F,6.0,8.0,200.0,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
89,62,415,2018,23:53,2.69,7.19,1.53,4.4,0.58,0.73,0.44,2.52,2.95,1.81,0.95,0.39,0.81,2.05,7.5,0.374,0.348,0.8,0,Iman,Shumpert,G,6.0,5.0,215.0,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
90,56,418,2018,19:01,2.38,6.25,0.5,1.86,1.29,1.73,0.48,1.77,2.25,2.29,0.52,0.27,1.21,1.59,6.54,0.38,0.269,0.742,0,Jonathon,Simmons,F,6.0,6.0,195.0,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
91,64,449,2018,22:48,3.63,8.09,0.81,2.06,2.8,3.48,0.48,2.59,3.08,1.86,0.44,0.22,1.81,1.83,10.86,0.448,0.394,0.803,0,Allonzo,Trier,G,6.0,5.0,200.0,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
92,51,453,2018,6:16,0.98,1.41,0.0,0.0,0.37,0.59,0.53,1.24,1.76,0.55,0.2,0.61,0.25,0.71,2.33,0.694,0.0,0.633,0,Ekpe,Udoh,C-F,6.0,10.0,245.0,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
93,1,454,2018,0:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Tyler,Ulis,G,,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
94,72,461,2018,26:09,5.78,13.33,1.19,3.63,2.29,3.24,0.96,3.0,3.96,4.18,0.82,0.53,2.31,1.64,15.04,0.433,0.33,0.708,0,Dwyane,Wade,G,6.0,4.0,220.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
95,11,471,2018,3:19,0.64,1.18,0.27,0.64,0.09,0.18,0.0,0.36,0.36,0.45,0.0,0.0,0.09,0.27,1.64,0.538,0.429,0.5,0,Thomas,Welsh,C,7.0,0.0,255.0,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
96,5,477,2018,5:09,1.6,2.6,0.0,0.2,0.4,0.8,0.8,3.0,3.8,0.6,0.2,0.0,0.2,0.4,3.6,0.615,0.0,0.5,0,Alan,Williams,F-C,6.0,8.0,265.0,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
97,15,478,2018,8:34,1.13,2.33,0.33,1.07,0.0,0.07,0.07,0.47,0.53,0.8,0.4,0.0,0.33,1.07,2.6,0.486,0.313,0.0,0,C.J.,Williams,G,6.0,5.0,226.0,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
