Season,SeasGm,CarrGm,Date,Age,Tm,Home,Opp,Win,teamdiff,GS,Minutes,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Pls/Mns
19,24,1194,40546,38.8296,BOS,1,MIN,1,3,1,30.33,4,6,0.667,0,0,,1,1,1,0,2,2,1,0,1,1,2,9,6.6,-1
19,25,1195,40548,38.8350,BOS,1,SAS,1,2,1,20.53,2,3,0.667,0,0,,0,3,0,0,1,1,0,0,1,1,3,4,0.3,7
19,26,1196,40550,38.8405,BOS,1,TOR,1,20,1,20.73,6,9,0.667,0,0,,0,4,0,3,3,6,2,0,0,2,2,12,8.1,7
19,27,1197,40551,38.8433,BOS,0,CHI,0,-11,1,19.50,2,4,0.5,0,0,,1,2,0.5,0,4,4,1,0,2,0,4,5,4.3,7
19,28,1198,40553,38.8487,BOS,1,HOU,0,-6,1,20.58,3,3,1,0,0,,4,4,1,0,2,2,2,0,0,0,1,10,10.7,-8
19,29,1199,40555,38.8542,BOS,1,SAC,1,24,1,13.42,1,2,0.5,0,0,,0,0,,1,0,1,1,1,1,3,4,2,-0.5,11
19,30,1200,40557,38.8597,BOS,1,CHA,1,5,1,35.22,10,12,0.833,0,0,,3,3,1,2,3,5,2,0,5,3,4,23,21.2,19
19,31,1201,40560,38.8679,BOS,1,ORL,1,3,1,25.65,5,7,0.714,0,0,,2,2,1,0,2,2,1,1,2,2,5,12,8.8,4
19,32,1202,40562,38.8734,BOS,1,DET,1,4,1,25.02,5,9,0.556,0,0,,2,5,0.4,5,7,12,0,3,2,0,2,12,15.7,-3
19,33,1203,40564,38.8789,BOS,1,UTA,1,24,1,6.32,1,1,1,0,0,,0,0,,0,0,0,1,1,0,0,1,2,3,7
19,34,1204,40571,38.8980,BOS,0,PHO,0,-17,1,15.00,2,4,0.5,0,0,,1,2,0.5,0,4,4,1,1,2,0,3,5,5.7,0
19,35,1205,40573,38.9035,BOS,0,LAL,1,13,1,12.70,0,2,0,0,0,,0,0,,2,4,6,0,0,2,2,5,0,-1.4,-4
19,36,1206,40575,38.9090,BOS,0,SAC,1,5,1,15.78,1,3,0.333,0,0,,1,2,0.5,0,4,4,0,0,1,3,3,3,-1.4,-2
19,37,1207,40636,39.0767,BOS,1,DET,1,11,0,5.48,3,3,1,0,0,,0,0,,0,1,1,0,0,0,1,0,6,4.4,-2
