Season,SeasGm,CarrGm,Date,Age,Tm,Home,Opp,Win,teamdiff,GS,Minutes,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Pls/Mns
13,38,847,38366,32.8597,MIA,0,LAC,0,-2,1,51.00,12,25,0.48,0,0,,15,28,0.536,5,5,10,5,0,0,4,4,39,24,12
13,39,848,38371,32.8734,MIA,1,ATL,1,19,1,31.00,11,20,0.55,0,0,,3,9,0.333,4,8,12,2,0,2,3,4,25,16.4,2
13,40,849,38373,32.8789,MIA,1,IND,0,-6,1,43.00,10,16,0.625,0,0,,4,13,0.308,3,7,10,2,0,3,4,5,24,14.9,-9
13,41,850,38375,32.8843,MIA,1,NOH,1,29,1,23.00,5,8,0.625,0,0,,2,2,1,1,7,8,1,2,2,2,1,12,12.9,29
13,42,851,38376,32.8871,MIA,0,PHI,0,-8,1,35.00,9,12,0.75,0,0,,6,17,0.353,3,2,5,0,0,2,2,3,24,15.7,-11
13,43,852,38378,32.8925,MIA,0,TOR,1,15,1,39.00,13,19,0.684,0,0,,7,20,0.35,3,15,18,3,0,1,5,4,33,22.5,13
13,44,853,38380,32.8980,MIA,0,ATL,1,10,1,36.00,10,19,0.526,0,0,,6,11,0.545,4,4,8,7,0,1,2,4,26,20.7,17
13,45,854,38382,32.9035,MIA,1,HOU,1,9,1,27.00,6,11,0.545,0,0,,3,5,0.6,1,4,5,2,0,1,3,5,15,7.9,8
13,46,855,38384,32.9090,MIA,0,DAL,0,-5,1,38.00,11,18,0.611,0,0,,3,5,0.6,3,10,13,5,0,3,3,3,25,22.5,-5
13,47,856,38386,32.9144,MIA,1,CLE,1,12,1,33.00,11,21,0.524,0,0,,4,9,0.444,7,5,12,3,0,2,1,4,26,21,19
13,48,857,38388,32.9199,MIA,1,CHI,1,11,1,32.00,10,17,0.588,0,0,,6,17,0.353,2,8,10,6,1,5,3,4,26,21.6,20
13,49,858,38390,32.9254,MIA,1,GSW,1,9,1,37.00,13,22,0.591,0,0,,1,7,0.143,3,11,14,6,0,2,3,3,27,21.2,19
13,50,859,38392,32.9309,MIA,0,NYK,1,6,1,42.00,5,16,0.313,0,0,,6,8,0.75,5,8,13,3,1,3,2,2,16,14.3,-3
13,51,860,38394,32.9363,MIA,0,CHA,1,10,1,34.00,13,21,0.619,0,0,,6,15,0.4,7,5,12,3,1,3,5,4,32,23.9,13
13,52,861,38396,32.9418,MIA,1,SAS,1,4,1,36.00,8,12,0.667,0,0,,11,19,0.579,2,5,7,3,0,2,3,2,27,21.2,8
13,53,862,38399,32.9500,MIA,1,LAC,1,18,1,32.00,5,8,0.625,0,0,,4,9,0.444,2,6,8,5,1,2,1,2,14,15.7,14
13,54,863,38405,32.9665,MIA,0,CHI,0,-4,1,2.00,0,0,,0,0,,0,0,,0,0,0,0,0,1,1,0,0,-0.3,0
13,55,864,38414,32.9911,MIA,0,NJN,1,16,1,33.00,6,12,0.5,0,0,,8,11,0.727,3,10,13,2,0,2,0,4,20,19.1,14
13,56,865,38415,32.9938,MIA,1,SAC,1,21,1,31.00,8,17,0.471,0,0,,2,9,0.222,2,5,7,5,1,2,2,0,18,13.3,15
13,57,866,38417,33.0000,MIA,0,CLE,1,20,1,27.00,5,12,0.417,0,0,,3,5,0.6,3,2,5,6,0,1,1,4,13,10.8,15
13,58,867,38418,33.0027,MIA,1,PHI,1,8,1,26.00,11,14,0.786,0,0,,3,8,0.375,2,3,5,0,0,2,1,3,25,19.1,12
13,59,868,38421,33.0110,MIA,1,MIN,1,17,1,38.00,10,18,0.556,0,0,,13,18,0.722,6,7,13,3,1,3,1,4,33,31.3,12
13,60,869,38423,33.0164,MIA,1,NJN,1,25,1,30.00,6,12,0.5,0,0,,3,5,0.6,2,9,11,3,0,0,2,2,15,11.6,19
13,61,870,38425,33.0219,MIA,1,MIL,1,39,1,31.00,9,16,0.563,0,0,,3,8,0.375,2,7,9,1,0,4,1,2,21,16.6,30
13,62,871,38426,33.0246,MIA,0,NYK,1,2,1,37.00,10,15,0.667,0,0,,3,14,0.214,2,5,7,1,1,0,4,4,23,11.1,8
13,63,872,38428,33.0301,MIA,1,LAL,1,13,1,37.00,11,19,0.579,0,0,,3,9,0.333,4,8,12,2,1,4,2,1,25,21.7,0
13,64,873,38430,33.0356,MIA,1,NYK,1,15,1,34.00,12,21,0.571,0,0,,9,14,0.643,6,11,17,0,0,3,3,3,33,26.5,9
13,65,874,38433,33.0438,MIA,0,HOU,0,-2,1,39.00,9,15,0.6,0,0,,5,10,0.5,6,10,16,2,1,3,5,4,23,19.2,-1
13,66,875,38436,33.0520,MIA,1,PHO,1,10,1,26.00,12,16,0.75,0,0,,1,2,0.5,6,2,8,1,1,1,2,4,25,21.8,0
13,67,876,38437,33.0548,MIA,0,CHA,0,-2,1,36.00,12,20,0.6,0,0,,2,7,0.286,6,10,16,3,1,4,3,3,26,23.7,5
13,68,877,38440,33.0630,MIA,1,TOR,1,12,1,36.00,11,17,0.647,0,0,,6,11,0.545,3,6,9,3,1,2,5,4,28,20.3,15
13,69,878,38442,33.0684,MIA,0,IND,0,-6,1,45.00,11,18,0.611,0,0,,2,9,0.222,2,11,13,2,1,1,5,2,24,15,-6
13,70,879,38444,33.0739,MIA,0,NOH,1,12,1,36.00,15,21,0.714,0,0,,4,7,0.571,4,11,15,3,1,1,3,4,34,29.4,17
13,71,880,38456,33.1068,MIA,0,PHI,0,-7,1,35.00,5,9,0.556,0,0,,3,11,0.273,2,10,12,3,3,1,9,4,13,5.1,-1
13,72,881,38457,33.1095,MIA,0,BOS,0,-2,1,33.00,12,16,0.75,0,0,,10,20,0.5,2,3,5,1,0,1,1,2,34,25.5,-2
13,73,882,38459,33.1150,MIA,1,IND,1,4,1,17.00,5,9,0.556,0,0,,1,3,0.333,2,1,3,1,0,1,1,1,11,7.6,14
14,1,883,38658,33.6598,MIA,0,MEM,1,19,1,27.85,6,14,0.429,0,0,,0,3,0,1,5,6,3,1,3,3,2,12,7,16
14,2,884,38659,33.6626,MIA,1,IND,0,-3,1,29.15,6,12,0.5,0,0,,6,8,0.75,2,4,6,1,0,4,3,5,18,12.3,1
14,3,885,38697,33.7666,MIA,1,WAS,1,3,0,23.22,2,7,0.286,0,0,,6,16,0.375,1,10,11,1,0,1,4,6,10,0.6,10
14,4,886,38699,33.7721,MIA,0,CHI,1,3,1,27.12,12,21,0.571,0,0,,6,9,0.667,4,3,7,3,1,1,1,4,30,23.8,12
14,5,887,38700,33.7748,MIA,0,MIL,1,17,1,24.80,4,12,0.333,0,0,,5,8,0.625,2,4,6,1,2,2,1,3,13,9.5,18
14,6,888,38702,33.7803,MIA,0,PHI,1,7,1,32.27,9,17,0.529,0,0,,3,6,0.5,3,10,13,1,1,2,3,4,21,15.1,20
14,7,889,38703,33.7830,MIA,0,CLE,0,-8,1,27.12,5,10,0.5,0,0,,0,3,0,2,4,6,1,0,0,4,4,10,1.5,-8
14,8,890,38706,33.7912,MIA,1,ATL,1,19,1,24.47,13,15,0.867,0,0,,2,6,0.333,4,6,10,4,0,2,1,4,28,27.3,33
14,9,891,38709,33.7995,MIA,1,NJN,0,-7,1,31.33,10,22,0.455,0,0,,4,11,0.364,4,10,14,1,0,1,1,4,24,14.4,5
14,10,892,38711,33.8049,MIA,1,LAL,1,5,1,34.02,8,18,0.444,0,0,,2,5,0.4,6,11,17,3,0,1,6,4,18,10.1,-7
14,11,893,38713,33.8104,MIA,1,MIL,1,11,1,30.78,10,18,0.556,0,0,,3,3,1,3,5,8,1,1,2,2,4,23,17.5,21
14,12,894,38715,33.8159,MIA,0,DET,0,-5,1,35.93,11,21,0.524,0,0,,4,10,0.4,3,3,6,2,0,1,2,2,26,15.6,-10
14,13,895,38716,33.8186,MIA,0,WAS,1,15,1,29.42,11,15,0.733,0,0,,6,13,0.462,2,8,10,0,0,1,4,5,28,17.6,9
14,14,896,38718,33.8241,MIA,1,MIN,1,27,1,23.12,8,12,0.667,0,0,,0,0,,1,6,7,0,1,0,3,4,16,9.7,15
14,15,897,38721,33.8323,MIA,0,NOK,0,-15,1,29.87,9,13,0.692,0,0,,1,4,0.25,6,3,9,0,1,1,2,4,19,15.5,-19
14,16,898,38723,33.8378,MIA,0,PHO,0,-18,1,23.02,2,6,0.333,0,0,,4,8,0.5,6,7,13,0,0,0,2,4,8,5.7,-27
14,17,899,38725,33.8433,MIA,0,POR,1,29,1,25.65,4,9,0.444,0,0,,4,10,0.4,1,6,7,2,0,0,3,2,12,5,16
14,18,900,38728,33.8515,MIA,0,GSW,1,14,1,30.05,10,15,0.667,0,0,,1,11,0.091,2,8,10,1,0,3,4,4,21,11.5,-2
14,19,901,38730,33.8569,MIA,0,SEA,1,13,1,22.82,5,7,0.714,0,0,,6,7,0.857,3,6,9,0,0,1,1,5,16,14.3,-2
14,20,902,38731,33.8597,MIA,0,UTA,1,6,1,33.75,5,14,0.357,0,0,,2,3,0.667,5,9,14,1,2,3,2,4,12,11.2,10
14,21,903,38733,33.8652,MIA,0,LAL,0,-8,1,31.50,8,14,0.571,0,0,,2,8,0.25,6,4,10,1,0,0,1,5,18,12.1,-10
14,22,904,38737,33.8761,MIA,1,SAS,0,-7,1,30.75,9,14,0.643,0,0,,5,11,0.455,1,5,6,1,0,3,3,6,23,14,1
14,23,905,38739,33.8816,MIA,1,SAC,1,20,1,27.57,11,15,0.733,0,0,,5,8,0.625,2,4,6,2,1,1,1,5,27,22.4,14
14,24,906,38741,33.8871,MIA,1,MEM,1,12,1,30.88,8,13,0.615,0,0,,4,8,0.5,5,10,15,1,2,1,3,5,20,17.4,3
14,25,907,38743,33.8925,MIA,1,PHO,0,-9,1,32.87,7,11,0.636,0,0,,1,4,0.25,3,9,12,3,0,1,2,4,15,12.9,0
14,26,908,38744,33.8953,MIA,0,CHA,1,6,1,33.45,9,15,0.6,0,0,,5,7,0.714,4,3,7,5,0,3,3,3,23,20.4,-2
14,27,909,38746,33.9008,MIA,0,HOU,1,6,1,32.23,6,10,0.6,0,0,,12,18,0.667,3,11,14,1,0,1,1,4,24,21.2,10
14,28,910,38747,33.9035,MIA,1,LAC,1,4,1,37.15,8,13,0.615,0,0,,9,17,0.529,4,4,8,2,0,3,4,3,25,18.2,1
14,29,911,38750,33.9117,MIA,1,CLE,1,28,1,27.45,10,15,0.667,0,0,,1,4,0.25,2,6,8,1,0,2,3,4,21,14,14
14,30,912,38752,33.9172,MIA,0,NJN,0,-13,1,26.02,4,12,0.333,0,0,,3,5,0.6,1,6,7,0,0,1,6,5,11,-1.4,-19
14,31,913,38754,33.9227,MIA,1,BOS,1,16,1,28.90,8,14,0.571,0,0,,5,7,0.714,1,5,6,0,0,2,0,3,21,16,7
14,32,914,38757,33.9309,MIA,0,DAL,0,-36,1,27.28,9,12,0.75,0,0,,5,6,0.833,1,7,8,1,0,1,3,2,23,18.2,-17
14,33,915,38760,33.9391,MIA,1,DET,1,2,1,37.00,14,24,0.583,0,0,,3,6,0.5,5,3,8,0,1,3,3,4,31,21.5,8
14,34,916,38762,33.9446,MIA,1,ORL,1,14,1,30.50,9,12,0.75,0,0,,7,14,0.5,3,8,11,3,0,4,4,3,25,21.6,16
14,35,917,38763,33.9473,MIA,0,ORL,1,10,1,31.20,3,8,0.375,0,0,,1,5,0.2,6,5,11,6,0,1,3,6,7,6.2,10
14,36,918,38770,33.9665,MIA,0,NYK,1,20,1,22.08,7,11,0.636,0,0,,1,3,0.333,1,4,5,2,0,1,4,5,15,7.3,2
14,37,919,38773,33.9747,MIA,1,SEA,1,9,1,37.18,15,16,0.938,0,0,,1,6,0.167,2,7,9,4,0,4,2,5,31,28.9,20
14,38,920,38775,33.9802,MIA,1,TOR,1,7,1,37.60,11,16,0.688,0,0,,5,15,0.333,5,6,11,3,1,3,2,3,27,23.5,-5
14,39,921,38777,33.9856,MIA,0,BOS,1,7,1,35.90,7,13,0.538,0,0,,2,9,0.222,4,5,9,3,0,3,0,1,16,15,6
14,40,922,38780,33.9938,MIA,1,ATL,1,2,1,25.67,5,7,0.714,0,0,,11,20,0.55,2,6,8,1,1,2,5,6,21,13.4,4
14,41,923,38782,34.0000,MIA,0,CHA,1,1,1,41.45,16,23,0.696,0,0,,3,11,0.273,2,10,12,3,1,0,3,5,35,24.6,-2
14,42,924,38784,34.0055,MIA,1,WAS,1,6,1,36.17,7,14,0.5,0,0,,5,12,0.417,4,7,11,2,1,2,3,4,19,13.3,11
14,43,925,38786,34.0110,MIA,1,GSW,0,-5,1,36.00,9,15,0.6,0,0,,3,6,0.5,4,11,15,3,0,4,4,4,21,18.3,1
14,44,926,38788,34.0164,MIA,1,CLE,1,6,1,29.08,7,14,0.5,0,0,,4,5,0.8,5,3,8,1,0,0,5,3,18,9.5,-16
14,45,927,38790,34.0219,MIA,1,UTA,1,38,1,17.50,6,7,0.857,0,0,,1,4,0.25,1,6,7,0,0,3,1,4,13,11.3,21
14,46,928,38792,34.0274,MIA,1,BOS,1,3,1,39.27,12,19,0.632,0,0,,2,9,0.222,3,8,11,1,1,2,3,4,26,17.7,9
14,47,929,38794,34.0329,MIA,0,CHI,1,1,1,31.33,4,12,0.333,0,0,,5,9,0.556,1,4,5,3,0,3,5,5,13,3.7,3
14,48,930,38795,34.0356,MIA,0,NYK,1,11,1,24.87,9,13,0.692,0,0,,0,6,0,0,2,2,2,1,1,3,5,18,8.8,12
14,49,931,38798,34.0438,MIA,0,DET,0,-9,1,42.85,12,21,0.571,0,0,,3,4,0.75,4,6,10,1,0,1,2,3,27,19.5,-15
14,50,932,38800,34.0493,MIA,1,CHA,1,21,1,25.48,8,12,0.667,0,0,,6,10,0.6,2,7,9,2,1,0,1,2,22,19.3,15
14,51,933,38803,34.0575,MIA,1,IND,1,5,1,36.77,6,10,0.6,0,0,,11,14,0.786,2,9,11,0,1,2,6,2,23,16.9,9
14,52,934,38809,34.0739,MIA,0,NJN,0,-12,1,35.95,8,12,0.667,0,0,,2,8,0.25,3,6,9,4,0,0,6,5,18,9.1,-8
14,53,935,38811,34.0794,MIA,1,MIL,1,26,1,32.17,9,13,0.692,0,0,,6,9,0.667,2,8,10,4,0,4,2,3,24,23.5,30
14,54,936,38813,34.0849,MIA,1,DET,0,-13,1,36.00,12,18,0.667,0,0,,4,10,0.4,4,3,7,1,0,2,4,4,28,18,-5
14,55,937,38815,34.0903,MIA,0,WAS,1,13,1,31.97,13,16,0.813,0,0,,1,4,0.25,3,7,10,3,1,4,4,2,27,25.1,12
14,56,938,38816,34.0931,MIA,1,ORL,0,-9,1,36.58,7,11,0.636,0,0,,2,6,0.333,2,7,9,4,0,3,5,4,16,11.3,-17
14,57,939,38818,34.0986,MIA,1,TOR,1,9,1,28.47,7,9,0.778,0,0,,1,5,0.2,4,7,11,10,0,1,3,5,15,17.5,0
14,58,940,38821,34.1068,MIA,1,PHI,1,19,1,34.75,5,10,0.5,0,0,,5,7,0.714,1,9,10,1,0,1,2,4,15,10.4,34
14,59,941,38823,34.1123,MIA,1,CHI,0,-24,1,20.22,5,8,0.625,0,0,,4,7,0.571,3,3,6,2,0,2,1,2,14,13.2,1
15,1,942,39021,34.6543,MIA,1,CHI,0,-42,1,24.43,3,10,0.3,0,0,,1,2,0.5,3,2,5,0,0,1,3,2,7,0.4,-19
15,2,943,39024,34.6626,MIA,1,NJN,1,6,1,35.73,10,16,0.625,0,0,,1,3,0.333,2,7,9,1,0,2,5,3,21,12.4,10
15,3,944,39031,34.6817,MIA,0,NJN,1,7,1,29.45,5,13,0.385,0,0,,3,4,0.75,3,3,6,3,0,0,1,6,13,7.2,-3
15,4,945,39033,34.6872,MIA,1,HOU,0,-22,1,32.88,6,14,0.429,0,0,,3,9,0.333,2,8,10,1,0,1,5,4,15,3.8,-2
15,5,946,39106,34.8871,MIA,0,IND,0,-2,0,14.13,2,6,0.333,0,0,,1,2,0.5,2,3,5,0,0,1,2,3,5,1,-9
15,6,947,39108,34.8925,MIA,0,NYK,0,-20,1,15.05,4,6,0.667,0,0,,3,7,0.429,2,2,4,1,1,4,1,2,11,11.5,-3
15,7,948,39114,34.9090,MIA,1,CLE,1,3,1,28.05,6,13,0.462,0,0,,4,7,0.571,2,6,8,2,1,1,0,6,16,12,11
15,8,949,39116,34.9144,MIA,0,MIL,1,19,1,20.35,8,11,0.727,0,0,,4,7,0.571,2,2,4,3,0,0,4,3,20,13.2,31
15,9,950,39118,34.9199,MIA,1,CHA,1,20,1,21.27,10,14,0.714,0,0,,2,6,0.333,1,1,2,2,1,2,1,4,22,16.8,11
15,10,951,39120,34.9254,MIA,0,BOS,1,12,1,24.08,4,9,0.444,0,0,,1,2,0.5,0,4,4,0,0,4,4,1,9,3.5,2
15,11,952,39122,34.9309,MIA,0,CLE,0,-24,1,27.70,6,13,0.462,0,0,,2,4,0.5,2,5,7,1,0,1,1,5,14,7.8,-1
15,12,953,39124,34.9363,MIA,1,SAS,1,15,1,25.02,7,11,0.636,0,0,,2,3,0.667,3,4,7,0,1,1,1,2,16,13.9,10
15,13,954,39126,34.9418,MIA,1,POR,1,19,1,23.60,3,6,0.5,0,0,,0,0,,2,3,5,1,0,5,2,3,6,6.3,-3
15,14,955,39134,34.9637,MIA,0,HOU,0,-10,1,27.27,9,15,0.6,0,0,,2,5,0.4,6,10,16,0,0,1,0,4,20,18.2,-9
15,15,956,39135,34.9665,MIA,0,DAL,0,-12,1,25.07,6,10,0.6,0,0,,5,10,0.5,3,5,8,1,0,1,1,3,17,13.2,-17
15,16,957,39138,34.9747,MIA,1,CLE,1,5,1,29.02,9,18,0.5,0,0,,1,7,0.143,6,5,11,3,0,1,0,2,19,15.3,-6
15,17,958,39139,34.9774,MIA,0,NYK,0,-6,1,22.90,9,14,0.643,0,0,,2,4,0.5,1,2,3,4,0,1,1,5,20,14.8,-16
15,18,959,39141,34.9829,MIA,0,WAS,1,9,1,36.85,11,17,0.647,0,0,,1,7,0.143,1,9,10,4,0,3,0,4,23,19.8,17
15,19,960,39143,34.9884,MIA,1,DET,1,3,1,35.60,12,16,0.75,0,0,,7,14,0.5,4,11,15,6,0,1,3,3,31,28.6,10
15,20,961,39146,34.9966,MIA,1,ATL,1,7,1,29.35,5,11,0.455,0,0,,4,12,0.333,2,7,9,2,1,1,3,4,14,7.1,-8
15,21,962,39148,35.0027,MIA,1,CHI,1,33,1,31.83,12,18,0.667,0,0,,0,5,0,1,8,9,8,0,1,1,2,24,21.8,18
15,22,963,39150,35.0082,MIA,1,MIN,1,14,1,34.82,13,16,0.813,0,0,,6,11,0.545,4,5,9,2,0,0,6,3,32,22.5,9
15,23,964,39152,35.0137,MIA,1,WAS,1,2,1,17.55,5,7,0.714,0,0,,2,8,0.25,3,3,6,2,0,0,2,5,12,7.1,-19
15,24,965,39154,35.0192,MIA,1,UTA,1,2,1,26.60,6,12,0.5,0,0,,1,4,0.25,3,6,9,3,0,1,1,5,13,9.5,11
15,25,966,39156,35.0246,MIA,0,NJN,1,7,1,22.40,7,12,0.583,0,0,,5,14,0.357,2,5,7,1,0,1,2,4,19,10.5,18
15,26,967,39157,35.0274,MIA,1,SAC,1,6,1,35.32,8,16,0.5,0,0,,7,14,0.5,2,2,4,3,0,1,4,3,23,11.8,2
15,27,968,39159,35.0329,MIA,1,ORL,0,-14,1,33.68,6,10,0.6,0,0,,8,11,0.727,0,4,4,0,0,0,1,5,20,12.4,-12
15,28,969,39162,35.0411,MIA,0,ATL,1,8,1,21.12,4,8,0.5,0,0,,4,6,0.667,1,2,3,6,1,1,3,4,12,9.8,2
15,29,970,39164,35.0465,MIA,0,IND,0,-25,1,25.05,4,6,0.667,0,0,,5,11,0.455,1,2,3,0,0,1,2,4,13,6.4,-19
15,30,971,39165,35.0493,MIA,1,PHI,0,-8,1,32.48,8,11,0.727,0,0,,2,9,0.222,5,1,6,1,0,1,6,5,18,7.9,1
15,31,972,39167,35.0548,MIA,1,ATL,1,17,1,30.30,5,9,0.556,0,0,,12,20,0.6,3,8,11,2,0,1,1,1,22,19.7,24
15,32,973,39169,35.0602,MIA,0,TOR,0,-13,1,28.98,6,11,0.545,0,0,,5,9,0.556,3,3,6,3,0,0,3,3,17,11,-10
15,33,974,39171,35.0657,MIA,0,MIN,1,15,1,37.02,6,10,0.6,0,0,,3,11,0.273,2,7,9,2,0,2,5,2,15,7.7,10
15,34,975,39173,35.0712,MIA,0,DET,0,-6,1,35.85,9,13,0.692,0,0,,5,11,0.455,4,4,8,2,0,0,5,4,23,13.9,3
15,35,976,39175,35.0767,MIA,1,TOR,1,3,1,30.15,8,12,0.667,0,0,,0,6,0,3,9,12,1,0,3,1,1,16,14.6,1
15,36,977,39177,35.0821,MIA,0,CLE,1,4,1,41.88,9,13,0.692,0,0,,2,5,0.4,1,7,8,2,1,1,4,4,20,13.6,-3
15,37,978,39178,35.0849,MIA,0,BOS,1,3,1,33.28,10,19,0.526,0,0,,2,9,0.222,3,8,11,3,0,1,2,3,22,14,7
15,38,979,39180,35.0903,MIA,1,CHA,0,-8,1,30.08,6,11,0.545,0,0,,3,7,0.429,3,6,9,1,0,5,3,5,15,11.2,-7
15,39,980,39185,35.1040,MIA,1,IND,1,4,1,33.68,10,12,0.833,0,0,,1,5,0.2,3,5,8,0,1,0,4,4,21,14,1
15,40,981,39188,35.1123,MIA,1,BOS,0,-2,1,24.68,6,10,0.6,0,0,,2,3,0.667,1,6,7,2,0,3,1,3,14,12.8,-3
16,1,982,39387,35.6571,MIA,1,DET,0,-11,1,29.25,4,6,0.667,0,0,,1,4,0.25,4,3,7,2,0,0,4,5,9,4.3,-5
16,2,983,39388,35.6598,MIA,0,IND,0,-2,1,28.05,4,13,0.308,0,0,,0,3,0,5,2,7,1,0,4,6,6,8,-1.5,-1
16,3,984,39390,35.6653,MIA,1,CHA,0,-2,1,31.72,8,11,0.727,0,0,,1,2,0.5,3,6,9,2,0,2,1,5,17,15.8,11
16,4,985,39393,35.6735,MIA,0,SAS,0,-10,1,30.92,6,13,0.462,0,0,,5,10,0.5,1,2,3,1,0,0,1,2,17,8.5,-11
16,5,986,39395,35.6790,MIA,1,PHO,0,-5,1,35.70,11,19,0.579,0,0,,3,6,0.5,6,4,10,3,0,3,3,3,25,20.3,-7
16,6,987,39397,35.6845,MIA,0,NYK,1,3,1,36.03,7,13,0.538,0,0,,0,0,,3,6,9,2,1,3,2,3,14,12.9,2
16,7,988,39399,35.6899,MIA,0,CHA,0,-15,1,25.00,7,14,0.5,0,0,,3,6,0.5,1,5,6,0,1,2,2,4,17,9.8,-24
16,8,989,39400,35.6927,MIA,1,SEA,0,-9,1,16.18,4,4,1,0,0,,2,2,1,2,1,3,0,0,0,3,4,10,5.9,-5
16,9,990,39402,35.6982,MIA,0,BOS,0,-1,1,26.67,7,10,0.7,0,0,,3,4,0.75,3,6,9,2,0,2,2,5,17,15.1,-1
16,10,991,39403,35.7009,MIA,0,NJN,1,4,1,25.73,6,12,0.5,0,0,,6,7,0.857,2,3,5,0,0,0,1,4,18,11.3,-12
16,11,992,39407,35.7118,MIA,1,ATL,0,-3,1,30.27,8,11,0.727,0,0,,2,7,0.286,3,7,10,0,2,7,5,3,18,16.4,0
16,12,993,39409,35.7173,MIA,1,HOU,1,7,1,34.05,10,12,0.833,0,0,,6,12,0.5,4,10,14,2,2,3,6,4,26,22.9,12
16,13,994,39410,35.7201,MIA,0,ORL,0,-21,1,30.72,8,15,0.533,0,0,,4,6,0.667,1,5,6,1,0,0,3,4,20,10.2,-5
16,14,995,39413,35.7283,MIA,1,CHA,1,20,1,21.65,7,9,0.778,0,0,,1,2,0.5,3,3,6,0,0,3,0,1,15,15.8,3
16,15,996,39416,35.7365,MIA,1,BOS,0,-10,1,35.18,6,7,0.857,0,0,,1,2,0.5,2,9,11,1,0,1,3,2,13,11.8,-7
16,16,997,39418,35.7420,MIA,0,DEN,0,-26,1,19.63,3,7,0.429,0,0,,0,0,,5,3,8,0,0,0,2,3,6,3.5,-21
16,17,998,39419,35.7447,MIA,0,UTA,0,-9,1,22.40,5,8,0.625,0,0,,2,6,0.333,2,3,5,3,0,2,2,5,12,8.6,-10
16,18,999,39422,35.7529,MIA,0,POR,0,-6,1,21.32,3,9,0.333,0,0,,2,9,0.222,6,4,10,0,1,0,4,5,8,0.5,1
16,19,1000,39423,35.7556,MIA,0,GSW,0,-7,1,21.12,6,6,1,0,0,,1,3,0.333,3,7,10,1,2,0,3,2,13,13.5,7
16,20,1001,39425,35.7611,MIA,0,LAC,1,6,1,33.50,4,8,0.5,0,0,,0,4,0,1,7,8,4,2,3,2,3,8,8.9,4
16,21,1002,39426,35.7639,MIA,0,PHO,1,4,1,29.02,7,10,0.7,0,0,,4,4,1,5,6,11,5,1,1,3,3,18,20.1,11
16,22,1003,39429,35.7721,MIA,1,WAS,0,-13,1,26.57,3,6,0.5,0,0,,1,4,0.25,1,5,6,1,0,1,3,3,7,2.2,-20
16,23,1004,39431,35.7775,MIA,1,IND,0,-3,1,25.55,4,7,0.571,0,0,,4,8,0.5,2,1,3,1,3,1,2,6,12,8.8,2
16,24,1005,39433,35.7830,MIA,1,MIN,1,4,1,29.52,6,11,0.545,0,0,,3,6,0.5,1,7,8,1,0,3,5,6,15,6.7,9
16,25,1006,39435,35.7885,MIA,0,ATL,0,-3,1,31.45,4,7,0.571,0,0,,8,12,0.667,3,4,7,1,0,1,5,5,16,8.8,7
16,26,1007,39436,35.7912,MIA,1,NJN,0,-4,1,36.05,4,7,0.571,0,0,,4,9,0.444,2,5,7,2,2,1,1,6,12,10.3,9
16,27,1008,39438,35.7967,MIA,1,UTA,1,2,1,30.00,8,16,0.5,0,0,,1,2,0.5,6,4,10,2,1,3,5,6,17,11.1,-4
16,28,1009,39441,35.8049,MIA,0,CLE,0,-14,1,31.07,4,7,0.571,0,0,,5,10,0.5,3,6,9,1,1,2,4,5,13,8.7,-13
16,29,1010,39442,35.8077,MIA,0,PHI,0,-11,1,28.93,2,4,0.5,0,0,,1,4,0.25,4,6,10,0,0,0,3,3,5,2.2,0
16,30,1011,39463,35.8652,MIA,1,CHI,0,-30,1,32.62,8,14,0.571,0,0,,8,12,0.667,3,7,10,2,0,0,3,6,24,16,-11
16,31,1012,39465,35.8706,MIA,1,POR,0,-7,1,36.93,9,17,0.529,0,0,,2,5,0.4,6,5,11,1,0,2,1,4,20,15.7,11
16,32,1013,39466,35.8734,MIA,1,NYK,0,-4,1,23.98,4,8,0.5,0,0,,2,4,0.5,1,4,5,2,0,2,5,4,10,3.3,2
16,33,1014,39468,35.8789,MIA,1,CLE,0,-7,1,27.85,4,8,0.5,0,0,,2,3,0.667,2,3,5,1,0,2,3,4,10,5.4,-18
16,34,1015,39498,35.9610,PHO,1,LAL,0,-6,1,28.75,6,9,0.667,0,0,,3,8,0.375,4,5,9,3,0,2,3,5,15,11.9,-1
16,35,1016,39500,35.9665,PHO,1,BOS,1,8,1,26.33,1,5,0.2,0,0,,2,6,0.333,1,13,14,1,1,2,4,4,4,1.4,7
16,36,1017,39502,35.9719,PHO,1,DET,0,-30,1,33.20,3,8,0.375,0,0,,1,8,0.125,2,9,11,1,0,0,3,2,7,0.8,-20
16,37,1018,39504,35.9774,PHO,0,MEM,1,14,1,24.25,4,6,0.667,0,0,,5,8,0.625,4,7,11,2,0,1,2,2,13,13.4,-7
16,38,1019,39505,35.9802,PHO,0,NOH,0,-17,1,31.78,6,10,0.6,0,0,,3,4,0.75,1,6,7,1,0,2,3,2,15,10.8,-13
16,39,1020,39508,35.9884,PHO,1,PHI,0,-5,1,25.90,4,5,0.8,0,0,,0,0,,1,6,7,2,0,1,4,4,8,5.1,2
